,data,stato,codice_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,regione,abitanti
409,2020-02-26T18:00:00,ITA,16,41.12559576,16.86736689,0,0,0,0,0,0,0,0,0,0,0,,,Puglia,4063888
410,2020-02-27T18:00:00,ITA,16,41.12559576,16.86736689,1,0,1,0,1,1,1,0,0,1,0,,,Puglia,4063888
411,2020-02-28T18:00:00,ITA,16,41.12559576,16.86736689,1,0,1,2,3,2,2,0,0,3,242,,,Puglia,4063888
412,2020-02-29T17:00:00,ITA,16,41.12559576,16.86736689,1,0,1,2,3,0,0,0,0,3,252,,,Puglia,4063888
413,2020-03-01T17:00:00,ITA,16,41.12559576,16.86736689,1,0,1,2,3,0,0,0,0,3,262,,,Puglia,4063888
414,2020-03-02T18:00:00,ITA,16,41.12559576,16.86736689,2,0,2,2,4,1,1,0,0,4,278,,,Puglia,4063888
415,2020-03-03T18:00:00,ITA,16,41.12559576,16.86736689,2,0,2,4,6,2,2,0,0,6,298,,,Puglia,4063888
416,2020-03-04T17:00:00,ITA,16,41.12559576,16.86736689,4,0,4,3,7,1,3,1,1,9,322,,,Puglia,4063888
417,2020-03-05T17:00:00,ITA,16,41.12559576,16.86736689,5,1,6,6,12,5,5,1,1,14,359,,,Puglia,4063888
418,2020-03-06T17:00:00,ITA,16,41.12559576,16.86736689,5,1,6,9,15,3,3,1,1,17,395,,,Puglia,4063888
419,2020-03-07T18:00:00,ITA,16,41.12559576,16.86736689,9,2,11,12,23,8,9,1,2,26,395,,,Puglia,4063888
420,2020-03-08T18:00:00,ITA,16,41.12559576,16.86736689,17,3,20,16,36,13,14,1,3,40,627,,,Puglia,4063888
421,2020-03-09T18:00:00,ITA,16,41.12559576,16.86736689,20,6,26,20,46,10,10,1,3,50,685,,,Puglia,4063888
422,2020-03-10T18:00:00,ITA,16,41.12559576,16.86736689,28,6,34,21,55,9,9,1,3,59,747,,,Puglia,4063888
423,2020-03-11T17:00:00,ITA,16,41.12559576,16.86736689,38,4,42,29,71,16,18,1,5,77,909,,,Puglia,4063888
424,2020-03-12T17:00:00,ITA,16,41.12559576,16.86736689,58,2,60,38,98,27,27,1,5,104,1269,,,Puglia,4063888
425,2020-03-13T17:00:00,ITA,16,41.12559576,16.86736689,77,2,79,42,121,23,25,3,5,129,1449,,,Puglia,4063888
426,2020-03-14T17:00:00,ITA,16,41.12559576,16.86736689,91,6,97,59,156,35,37,2,8,166,1681,,,Puglia,4063888
427,2020-03-15T17:00:00,ITA,16,41.12559576,16.86736689,116,6,122,90,212,56,64,2,16,230,2017,,,Puglia,4063888
428,2020-03-16T17:00:00,ITA,16,41.12559576,16.86736689,116,6,122,90,212,0,0,2,16,230,2017,nd-IT-0005,nd-EN-0005,Puglia,4063888
429,2020-03-17T17:00:00,ITA,16,41.12559576,16.86736689,155,14,169,151,320,108,110,2,18,340,3077,,,Puglia,4063888
430,2020-03-18T17:00:00,ITA,16,41.12559576,16.86736689,156,30,186,176,362,42,43,2,19,383,3433,,,Puglia,4063888
431,2020-03-19T17:00:00,ITA,16,41.12559576,16.86736689,173,31,204,245,449,87,95,4,25,478,4046,,,Puglia,4063888
432,2020-03-20T17:00:00,ITA,16,41.12559576,16.86736689,191,31,222,329,551,102,103,4,26,581,4789,,,Puglia,4063888
433,2020-03-21T17:00:00,ITA,16,41.12559576,16.86736689,209,33,242,400,642,91,94,4,29,675,5617,,,Puglia,4063888
434,2020-03-22T17:00:00,ITA,16,41.12559576,16.86736689,252,37,289,459,748,106,111,7,31,786,6160,,,Puglia,4063888
435,2020-03-23T17:00:00,ITA,16,41.12559576,16.86736689,285,45,330,532,862,114,120,7,37,906,6761,,,Puglia,4063888
436,2020-03-24T17:00:00,ITA,16,41.12559576,16.86736689,317,57,374,566,940,78,99,21,44,1005,7345,,,Puglia,4063888
437,2020-03-25T17:00:00,ITA,16,41.12559576,16.86736689,349,64,413,610,1023,83,88,22,48,1093,8223,,,Puglia,4063888
438,2020-03-26T17:00:00,ITA,16,41.12559576,16.86736689,480,76,556,539,1095,72,89,22,65,1182,9191,,,Puglia,4063888
439,2020-03-27T17:00:00,ITA,16,41.12559576,16.86736689,530,82,612,624,1236,141,152,29,69,1334,10233,,,Puglia,4063888
440,2020-03-28T17:00:00,ITA,16,41.12559576,16.86736689,563,98,661,697,1358,122,124,29,71,1458,11500,,,Puglia,4063888
441,2020-03-29T17:00:00,ITA,16,41.12559576,16.86736689,559,99,658,774,1432,74,91,31,86,1549,12361,,,Puglia,4063888
442,2020-03-30T17:00:00,ITA,16,41.12559576,16.86736689,590,106,696,889,1585,153,163,36,91,1712,13117,,,Puglia,4063888
443,2020-03-31T17:00:00,ITA,16,41.12559576,16.86736689,609,105,714,940,1654,69,91,39,110,1803,14073,,,Puglia,4063888
444,2020-02-24T18:00:00,ITA,20,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,1,,,Sardegna,1653135
445,2020-02-25T18:00:00,ITA,20,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,1,,,Sardegna,1653135
446,2020-02-26T18:00:00,ITA,20,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,1,,,Sardegna,1653135
447,2020-02-27T18:00:00,ITA,20,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,1,,,Sardegna,1653135
448,2020-02-28T18:00:00,ITA,20,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,1,,,Sardegna,1653135
449,2020-02-29T17:00:00,ITA,20,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,1,,,Sardegna,1653135
450,2020-03-01T17:00:00,ITA,20,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,29,,,Sardegna,1653135
451,2020-03-02T18:00:00,ITA,20,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,29,,,Sardegna,1653135
452,2020-03-03T18:00:00,ITA,20,39.21531192,9.110616306,1,0,1,0,1,1,1,0,0,1,29,,,Sardegna,1653135
453,2020-03-04T17:00:00,ITA,20,39.21531192,9.110616306,1,0,1,1,2,1,1,0,0,2,42,,,Sardegna,1653135
454,2020-03-05T17:00:00,ITA,20,39.21531192,9.110616306,2,0,2,0,2,0,0,0,0,2,50,,,Sardegna,1653135
455,2020-03-06T17:00:00,ITA,20,39.21531192,9.110616306,2,0,2,3,5,3,3,0,0,5,99,,,Sardegna,1653135
456,2020-03-07T18:00:00,ITA,20,39.21531192,9.110616306,2,0,2,3,5,0,0,0,0,5,99,,,Sardegna,1653135
457,2020-03-08T18:00:00,ITA,20,39.21531192,9.110616306,5,0,5,6,11,6,6,0,0,11,149,,,Sardegna,1653135
458,2020-03-09T18:00:00,ITA,20,39.21531192,9.110616306,8,0,8,11,19,8,8,0,0,19,185,,,Sardegna,1653135
459,2020-03-10T18:00:00,ITA,20,39.21531192,9.110616306,9,0,9,11,20,1,1,0,0,20,204,,,Sardegna,1653135
460,2020-03-11T17:00:00,ITA,20,39.21531192,9.110616306,10,0,10,27,37,17,17,0,0,37,283,,,Sardegna,1653135
461,2020-03-12T17:00:00,ITA,20,39.21531192,9.110616306,12,0,12,27,39,2,2,0,0,39,302,,,Sardegna,1653135
462,2020-03-13T17:00:00,ITA,20,39.21531192,9.110616306,12,0,12,31,43,4,4,0,0,43,504,,,Sardegna,1653135
463,2020-03-14T17:00:00,ITA,20,39.21531192,9.110616306,14,0,14,33,47,4,4,0,0,47,530,,,Sardegna,1653135
464,2020-03-15T17:00:00,ITA,20,39.21531192,9.110616306,16,0,16,59,75,28,30,0,2,77,613,,,Sardegna,1653135
465,2020-03-16T17:00:00,ITA,20,39.21531192,9.110616306,39,0,39,66,105,30,30,0,2,107,797,,,Sardegna,1653135
466,2020-03-17T17:00:00,ITA,20,39.21531192,9.110616306,36,4,40,75,115,10,10,0,2,117,1003,,,Sardegna,1653135
467,2020-03-18T17:00:00,ITA,20,39.21531192,9.110616306,42,7,49,83,132,17,17,0,2,134,1135,,,Sardegna,1653135
468,2020-03-19T17:00:00,ITA,20,39.21531192,9.110616306,43,9,52,152,204,72,72,0,2,206,1334,,,Sardegna,1653135
469,2020-03-20T17:00:00,ITA,20,39.21531192,9.110616306,56,15,71,217,288,84,87,3,2,293,1912,,,Sardegna,1653135
470,2020-03-21T17:00:00,ITA,20,39.21531192,9.110616306,65,16,81,240,321,33,37,5,4,330,2297,,,Sardegna,1653135
471,2020-03-22T17:00:00,ITA,20,39.21531192,9.110616306,67,16,83,244,327,6,9,5,7,339,2402,,,Sardegna,1653135
472,2020-03-23T17:00:00,ITA,20,39.21531192,9.110616306,76,18,94,249,343,16,20,5,11,359,2568,,,Sardegna,1653135
473,2020-03-24T17:00:00,ITA,20,39.21531192,9.110616306,80,19,99,296,395,52,62,11,15,421,2859,,,Sardegna,1653135
474,2020-03-25T17:00:00,ITA,20,39.21531192,9.110616306,82,19,101,311,412,17,21,12,18,442,3019,,,Sardegna,1653135
475,2020-03-26T17:00:00,ITA,20,39.21531192,9.110616306,92,20,112,350,462,50,52,13,19,494,3461,,,Sardegna,1653135
476,2020-03-27T17:00:00,ITA,20,39.21531192,9.110616306,93,19,112,384,496,34,36,13,21,530,3801,,,Sardegna,1653135
477,2020-03-28T17:00:00,ITA,20,39.21531192,9.110616306,95,22,117,452,569,73,94,29,26,624,4225,,,Sardegna,1653135
478,2020-03-29T17:00:00,ITA,20,39.21531192,9.110616306,105,23,128,454,582,13,14,29,27,638,4598,,,Sardegna,1653135
479,2020-03-30T17:00:00,ITA,20,39.21531192,9.110616306,113,24,137,485,622,40,44,32,28,682,4993,,,Sardegna,1653135
480,2020-03-31T17:00:00,ITA,20,39.21531192,9.110616306,113,28,141,516,657,35,40,34,31,722,5257,,,Sardegna,1653135
481,2020-02-24T18:00:00,ITA,19,38.11569725,13.362356699999998,0,0,0,0,0,0,0,0,0,0,5,,,Sicilia,5056641
482,2020-02-25T18:00:00,ITA,19,38.11569725,13.362356699999998,1,0,1,2,3,3,3,0,0,3,5,,,Sicilia,5056641
483,2020-02-26T18:00:00,ITA,19,38.11569725,13.362356699999998,1,0,1,2,3,0,0,0,0,3,5,,,Sicilia,5056641
484,2020-02-27T18:00:00,ITA,19,38.11569725,13.362356699999998,1,0,1,1,2,-1,1,2,0,4,5,,,Sicilia,5056641
485,2020-02-28T18:00:00,ITA,19,38.11569725,13.362356699999998,1,0,1,1,2,0,0,2,0,4,5,,,Sicilia,5056641
486,2020-02-29T17:00:00,ITA,19,38.11569725,13.362356699999998,1,0,1,1,2,0,0,2,0,4,6,,,Sicilia,5056641
487,2020-03-01T17:00:00,ITA,19,38.11569725,13.362356699999998,1,0,1,6,7,5,5,2,0,9,291,,,Sicilia,5056641
488,2020-03-02T18:00:00,ITA,19,38.11569725,13.362356699999998,2,0,2,3,5,-2,-2,2,0,7,307,,,Sicilia,5056641
489,2020-03-03T18:00:00,ITA,19,38.11569725,13.362356699999998,2,0,2,3,5,0,0,2,0,7,307,,,Sicilia,5056641
490,2020-03-04T17:00:00,ITA,19,38.11569725,13.362356699999998,5,0,5,11,16,11,11,2,0,18,367,,,Sicilia,5056641
491,2020-03-05T17:00:00,ITA,19,38.11569725,13.362356699999998,5,0,5,11,16,0,0,2,0,18,367,,,Sicilia,5056641
492,2020-03-06T17:00:00,ITA,19,38.11569725,13.362356699999998,7,0,7,15,22,6,6,2,0,24,367,,,Sicilia,5056641
493,2020-03-07T18:00:00,ITA,19,38.11569725,13.362356699999998,8,0,8,25,33,11,11,2,0,35,643,,,Sicilia,5056641
494,2020-03-08T18:00:00,ITA,19,38.11569725,13.362356699999998,18,0,18,33,51,18,18,2,0,53,791,,,Sicilia,5056641
495,2020-03-09T18:00:00,ITA,19,38.11569725,13.362356699999998,19,0,19,33,52,1,1,2,0,54,836,,,Sicilia,5056641
496,2020-03-10T18:00:00,ITA,19,38.11569725,13.362356699999998,17,2,19,41,60,8,8,2,0,62,955,,,Sicilia,5056641
497,2020-03-11T17:00:00,ITA,19,38.11569725,13.362356699999998,23,1,24,57,81,21,21,2,0,83,1194,,,Sicilia,5056641
498,2020-03-12T17:00:00,ITA,19,38.11569725,13.362356699999998,28,5,33,78,111,30,32,2,2,115,1477,,,Sicilia,5056641
499,2020-03-13T17:00:00,ITA,19,38.11569725,13.362356699999998,37,7,44,82,126,15,15,2,2,130,1950,,,Sicilia,5056641
500,2020-03-14T17:00:00,ITA,19,38.11569725,13.362356699999998,42,11,53,97,150,24,26,4,2,156,2100,,,Sicilia,5056641
501,2020-03-15T17:00:00,ITA,19,38.11569725,13.362356699999998,56,15,71,108,179,29,32,7,2,188,2452,,,Sicilia,5056641
502,2020-03-16T17:00:00,ITA,19,38.11569725,13.362356699999998,75,20,95,108,203,24,25,8,2,213,2653,,,Sicilia,5056641
503,2020-03-17T17:00:00,ITA,19,38.11569725,13.362356699999998,86,28,114,112,226,23,24,8,3,237,2916,,,Sicilia,5056641
504,2020-03-18T17:00:00,ITA,19,38.11569725,13.362356699999998,100,29,129,138,267,41,45,12,3,282,3294,,,Sicilia,5056641
505,2020-03-19T17:00:00,ITA,19,38.11569725,13.362356699999998,143,36,179,142,321,54,58,15,4,340,3961,,,Sicilia,5056641
506,2020-03-20T17:00:00,ITA,19,38.11569725,13.362356699999998,168,42,210,169,379,58,68,25,4,408,4468,,,Sicilia,5056641
507,2020-03-21T17:00:00,ITA,19,38.11569725,13.362356699999998,206,48,254,204,458,79,82,26,6,490,4883,,,Sicilia,5056641
508,2020-03-22T17:00:00,ITA,19,38.11569725,13.362356699999998,220,55,275,321,596,138,140,26,8,630,5580,,,Sicilia,5056641
509,2020-03-23T17:00:00,ITA,19,38.11569725,13.362356699999998,250,60,310,371,681,85,91,27,13,721,6375,,,Sicilia,5056641
510,2020-03-24T17:00:00,ITA,19,38.11569725,13.362356699999998,250,60,310,489,799,118,125,27,20,846,7170,,,Sicilia,5056641
511,2020-03-25T17:00:00,ITA,19,38.11569725,13.362356699999998,259,80,339,597,936,137,148,33,25,994,8312,,,Sicilia,5056641
512,2020-03-26T17:00:00,ITA,19,38.11569725,13.362356699999998,346,68,414,681,1095,159,170,36,33,1164,9658,,,Sicilia,5056641
513,2020-03-27T17:00:00,ITA,19,38.11569725,13.362356699999998,425,75,500,658,1158,63,86,53,39,1250,11079,,,Sicilia,5056641
514,2020-03-28T17:00:00,ITA,19,38.11569725,13.362356699999998,441,71,512,730,1242,84,109,60,57,1359,13096,,,Sicilia,5056641
515,2020-03-29T17:00:00,ITA,19,38.11569725,13.362356699999998,451,71,522,808,1330,88,101,65,65,1460,13814,,,Sicilia,5056641
516,2020-03-30T17:00:00,ITA,19,38.11569725,13.362356699999998,484,75,559,849,1408,78,95,71,76,1555,14758,,,Sicilia,5056641
517,2020-03-31T17:00:00,ITA,19,38.11569725,13.362356699999998,503,72,575,917,1492,84,92,74,81,1647,15634,,,Sicilia,5056641
518,2020-02-24T18:00:00,ITA,9,43.76923077,11.25588885,0,0,0,0,0,0,0,0,0,0,140,,,Toscana,3742437
519,2020-02-25T18:00:00,ITA,9,43.76923077,11.25588885,2,0,2,0,2,2,2,0,0,2,296,,,Toscana,3742437
520,2020-02-26T18:00:00,ITA,9,43.76923077,11.25588885,2,0,2,0,2,0,0,0,0,2,363,,,Toscana,3742437
521,2020-02-27T18:00:00,ITA,9,43.76923077,11.25588885,2,0,2,0,2,0,0,0,0,2,410,,,Toscana,3742437
522,2020-02-28T18:00:00,ITA,9,43.76923077,11.25588885,5,0,5,2,7,5,6,1,0,8,437,,,Toscana,3742437
523,2020-02-29T17:00:00,ITA,9,43.76923077,11.25588885,7,0,7,3,10,3,3,1,0,11,531,,,Toscana,3742437
524,2020-03-01T17:00:00,ITA,9,43.76923077,11.25588885,7,0,7,5,12,2,2,1,0,13,572,,,Toscana,3742437
525,2020-03-02T18:00:00,ITA,9,43.76923077,11.25588885,7,0,7,5,12,0,0,1,0,13,613,,,Toscana,3742437
526,2020-03-03T18:00:00,ITA,9,43.76923077,11.25588885,10,0,10,8,18,6,6,1,0,19,697,,,Toscana,3742437
527,2020-03-04T17:00:00,ITA,9,43.76923077,11.25588885,15,2,17,20,37,19,19,1,0,38,776,,,Toscana,3742437
528,2020-03-05T17:00:00,ITA,9,43.76923077,11.25588885,26,3,29,31,60,23,23,1,0,61,776,,,Toscana,3742437
529,2020-03-06T17:00:00,ITA,9,43.76923077,11.25588885,35,5,40,38,78,18,18,1,0,79,1097,,,Toscana,3742437
530,2020-03-07T18:00:00,ITA,9,43.76923077,11.25588885,54,7,61,51,112,34,34,1,0,113,1331,,,Toscana,3742437
531,2020-03-08T18:00:00,ITA,9,43.76923077,11.25588885,91,7,98,67,165,53,53,1,0,166,1618,,,Toscana,3742437
532,2020-03-09T18:00:00,ITA,9,43.76923077,11.25588885,107,9,116,90,206,41,42,1,1,208,2018,,,Toscana,3742437
533,2020-03-10T18:00:00,ITA,9,43.76923077,11.25588885,91,40,131,129,260,54,56,3,1,264,2573,,,Toscana,3742437
534,2020-03-11T17:00:00,ITA,9,43.76923077,11.25588885,87,54,141,173,314,54,56,5,1,320,2804,,,Toscana,3742437
535,2020-03-12T17:00:00,ITA,9,43.76923077,11.25588885,100,59,159,193,352,38,44,7,5,364,3165,,,Toscana,3742437
536,2020-03-13T17:00:00,ITA,9,43.76923077,11.25588885,134,77,211,244,455,103,106,10,5,470,4049,,,Toscana,3742437
537,2020-03-14T17:00:00,ITA,9,43.76923077,11.25588885,160,87,247,367,614,159,160,10,6,630,4595,,,Toscana,3742437
538,2020-03-15T17:00:00,ITA,9,43.76923077,11.25588885,175,107,282,481,763,149,151,10,8,781,5132,,,Toscana,3742437
539,2020-03-16T17:00:00,ITA,9,43.76923077,11.25588885,175,107,282,559,841,78,85,11,14,866,5910,,,Toscana,3742437
540,2020-03-17T17:00:00,ITA,9,43.76923077,11.25588885,329,143,472,552,1024,183,187,12,17,1053,6727,,,Toscana,3742437
541,2020-03-18T17:00:00,ITA,9,43.76923077,11.25588885,427,160,587,704,1291,267,277,17,22,1330,7606,,,Toscana,3742437
542,2020-03-19T17:00:00,ITA,9,43.76923077,11.25588885,501,178,679,743,1422,131,152,22,38,1482,8873,,,Toscana,3742437
543,2020-03-20T17:00:00,ITA,9,43.76923077,11.25588885,601,189,790,923,1713,291,311,33,47,1793,10405,,,Toscana,3742437
544,2020-03-21T17:00:00,ITA,9,43.76923077,11.25588885,664,202,866,1039,1905,192,219,35,72,2012,11909,,,Toscana,3742437
545,2020-03-22T17:00:00,ITA,9,43.76923077,11.25588885,706,215,921,1223,2144,239,265,42,91,2277,13264,,,Toscana,3742437
546,2020-03-23T17:00:00,ITA,9,43.76923077,11.25588885,838,238,1076,1225,2301,157,184,51,109,2461,13851,,,Toscana,3742437
547,2020-03-24T17:00:00,ITA,9,43.76923077,11.25588885,918,244,1162,1357,2519,218,238,51,129,2699,15701,,,Toscana,3742437
548,2020-03-25T17:00:00,ITA,9,43.76923077,11.25588885,999,251,1250,1526,2776,257,273,54,142,2972,17868,,,Toscana,3742437
549,2020-03-26T17:00:00,ITA,9,43.76923077,11.25588885,1037,259,1296,1677,2973,197,254,95,158,3226,20952,,,Toscana,3742437
550,2020-03-27T17:00:00,ITA,9,43.76923077,11.25588885,1053,274,1327,1843,3170,197,224,103,177,3450,23746,,,Toscana,3742437
551,2020-03-28T17:00:00,ITA,9,43.76923077,11.25588885,1093,277,1370,2141,3511,341,367,108,198,3817,25613,,,Toscana,3742437
552,2020-03-29T17:00:00,ITA,9,43.76923077,11.25588885,1111,275,1386,2400,3786,275,305,121,215,4122,27579,,,Toscana,3742437
553,2020-03-30T17:00:00,ITA,9,43.76923077,11.25588885,1116,279,1395,2655,4050,264,290,131,231,4412,30099,,,Toscana,3742437
554,2020-03-31T17:00:00,ITA,9,43.76923077,11.25588885,1120,293,1413,2813,4226,176,196,138,244,4608,33165,,,Toscana,3742437
555,2020-02-24T18:00:00,ITA,10,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,0,0,,,Umbria,888908
556,2020-02-25T18:00:00,ITA,10,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,0,8,,,Umbria,888908
557,2020-02-26T18:00:00,ITA,10,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,0,8,,,Umbria,888908
558,2020-02-27T18:00:00,ITA,10,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,0,8,,,Umbria,888908
559,2020-02-28T18:00:00,ITA,10,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,0,8,,,Umbria,888908
560,2020-02-29T17:00:00,ITA,10,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,0,31,,,Umbria,888908
561,2020-03-01T17:00:00,ITA,10,43.10675841,12.38824698,0,0,0,2,2,2,2,0,0,2,35,,,Umbria,888908
562,2020-03-02T18:00:00,ITA,10,43.10675841,12.38824698,0,0,0,2,2,0,0,0,0,2,35,,,Umbria,888908
563,2020-03-03T18:00:00,ITA,10,43.10675841,12.38824698,1,1,2,6,8,6,6,0,0,8,45,,,Umbria,888908
564,2020-03-04T17:00:00,ITA,10,43.10675841,12.38824698,1,1,2,7,9,1,1,0,0,9,58,,,Umbria,888908
565,2020-03-05T17:00:00,ITA,10,43.10675841,12.38824698,1,1,2,7,9,0,0,0,0,9,88,,,Umbria,888908
566,2020-03-06T17:00:00,ITA,10,43.10675841,12.38824698,2,2,4,12,16,7,7,0,0,16,110,,,Umbria,888908
567,2020-03-07T18:00:00,ITA,10,43.10675841,12.38824698,2,2,4,20,24,8,8,0,0,24,134,,,Umbria,888908
568,2020-03-08T18:00:00,ITA,10,43.10675841,12.38824698,2,2,4,22,26,2,2,0,0,26,168,,,Umbria,888908
569,2020-03-09T18:00:00,ITA,10,43.10675841,12.38824698,4,2,6,22,28,2,2,0,0,28,183,,,Umbria,888908
570,2020-03-10T18:00:00,ITA,10,43.10675841,12.38824698,8,2,10,27,37,9,9,0,0,37,260,,,Umbria,888908
571,2020-03-11T17:00:00,ITA,10,43.10675841,12.38824698,7,5,12,32,44,7,9,2,0,46,340,,,Umbria,888908
572,2020-03-12T17:00:00,ITA,10,43.10675841,12.38824698,8,8,16,46,62,18,18,2,0,64,458,,,Umbria,888908
573,2020-03-13T17:00:00,ITA,10,43.10675841,12.38824698,11,10,21,52,73,11,12,2,1,76,576,,,Umbria,888908
574,2020-03-14T17:00:00,ITA,10,43.10675841,12.38824698,21,11,32,71,103,30,31,3,1,107,748,,,Umbria,888908
575,2020-03-15T17:00:00,ITA,10,43.10675841,12.38824698,25,13,38,101,139,36,36,3,1,143,965,,,Umbria,888908
576,2020-03-16T17:00:00,ITA,10,43.10675841,12.38824698,30,15,45,114,159,20,21,4,1,164,1093,,,Umbria,888908
577,2020-03-17T17:00:00,ITA,10,43.10675841,12.38824698,36,21,57,135,192,33,33,4,1,197,1323,,,Umbria,888908
578,2020-03-18T17:00:00,ITA,10,43.10675841,12.38824698,54,21,75,166,241,49,50,4,2,247,1601,,,Umbria,888908
579,2020-03-19T17:00:00,ITA,10,43.10675841,12.38824698,69,21,90,238,328,87,87,4,2,334,1954,,,Umbria,888908
580,2020-03-20T17:00:00,ITA,10,43.10675841,12.38824698,75,24,99,285,384,56,61,4,7,395,2303,,,Umbria,888908
581,2020-03-21T17:00:00,ITA,10,43.10675841,12.38824698,92,29,121,326,447,63,67,5,10,462,2712,,,Umbria,888908
582,2020-03-22T17:00:00,ITA,10,43.10675841,12.38824698,97,35,132,368,500,53,59,5,16,521,3135,,,Umbria,888908
583,2020-03-23T17:00:00,ITA,10,43.10675841,12.38824698,106,42,148,408,556,56,56,5,16,577,3561,,,Umbria,888908
584,2020-03-24T17:00:00,ITA,10,43.10675841,12.38824698,105,43,148,476,624,68,71,5,19,648,4108,,,Umbria,888908
585,2020-03-25T17:00:00,ITA,10,43.10675841,12.38824698,123,44,167,519,686,62,62,5,19,710,4707,,,Umbria,888908
586,2020-03-26T17:00:00,ITA,10,43.10675841,12.38824698,144,46,190,580,770,84,92,12,20,802,5428,,,Umbria,888908
587,2020-03-27T17:00:00,ITA,10,43.10675841,12.38824698,149,46,195,629,824,54,82,39,21,884,6137,,,Umbria,888908
588,2020-03-28T17:00:00,ITA,10,43.10675841,12.38824698,159,44,203,695,898,74,85,43,28,969,7028,,,Umbria,888908
589,2020-03-29T17:00:00,ITA,10,43.10675841,12.38824698,166,46,212,685,897,-1,54,95,31,1023,7685,,,Umbria,888908
590,2020-03-30T17:00:00,ITA,10,43.10675841,12.38824698,173,47,220,614,834,-63,28,184,33,1051,8150,,,Umbria,888908
591,2020-03-31T17:00:00,ITA,10,43.10675841,12.38824698,176,43,219,632,851,17,27,190,37,1078,8685,,,Umbria,888908
592,2020-02-24T18:00:00,ITA,2,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,7,,,Valle d'Aosta,126883
593,2020-02-25T18:00:00,ITA,2,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,7,,,Valle d'Aosta,126883
594,2020-02-26T18:00:00,ITA,2,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,7,,,Valle d'Aosta,126883
595,2020-02-27T18:00:00,ITA,2,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,9,,,Valle d'Aosta,126883
596,2020-02-28T18:00:00,ITA,2,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,9,,,Valle d'Aosta,126883
597,2020-02-29T17:00:00,ITA,2,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,9,,,Valle d'Aosta,126883
598,2020-03-01T17:00:00,ITA,2,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,10,,,Valle d'Aosta,126883
599,2020-03-02T18:00:00,ITA,2,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,11,,,Valle d'Aosta,126883
600,2020-03-03T18:00:00,ITA,2,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,12,,,Valle d'Aosta,126883
601,2020-03-04T17:00:00,ITA,2,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,15,,,Valle d'Aosta,126883
602,2020-03-05T17:00:00,ITA,2,45.73750286,7.320149366,0,0,0,2,2,2,2,0,0,2,21,,,Valle d'Aosta,126883
603,2020-03-06T17:00:00,ITA,2,45.73750286,7.320149366,0,0,0,7,7,5,5,0,0,7,28,,,Valle d'Aosta,126883
604,2020-03-07T18:00:00,ITA,2,45.73750286,7.320149366,1,0,1,7,8,1,1,0,0,8,32,,,Valle d'Aosta,126883
605,2020-03-08T18:00:00,ITA,2,45.73750286,7.320149366,1,0,1,8,9,1,1,0,0,9,41,,,Valle d'Aosta,126883
606,2020-03-09T18:00:00,ITA,2,45.73750286,7.320149366,4,0,4,11,15,6,6,0,0,15,67,,,Valle d'Aosta,126883
607,2020-03-10T18:00:00,ITA,2,45.73750286,7.320149366,2,0,2,15,17,2,2,0,0,17,89,,,Valle d'Aosta,126883
608,2020-03-11T17:00:00,ITA,2,45.73750286,7.320149366,2,0,2,17,19,2,3,0,1,20,99,,,Valle d'Aosta,126883
609,2020-03-12T17:00:00,ITA,2,45.73750286,7.320149366,7,0,7,19,26,7,7,0,1,27,118,,,Valle d'Aosta,126883
610,2020-03-13T17:00:00,ITA,2,45.73750286,7.320149366,6,0,6,21,27,1,1,0,1,28,189,,,Valle d'Aosta,126883
611,2020-03-14T17:00:00,ITA,2,45.73750286,7.320149366,12,0,12,29,41,14,14,0,1,42,231,,,Valle d'Aosta,126883
612,2020-03-15T17:00:00,ITA,2,45.73750286,7.320149366,10,3,13,43,56,15,15,0,1,57,230,,,Valle d'Aosta,126883
